image_name|pca_1|pca_2|pca_3|images_cluster_s|std_units
data/a_099.jpg|-6.694454750328572|-15.832780332789104|-9.713912833677112|9|0.5697542594454721
data/b_025.jpg|-37.52878638788838|5.683914196655755|-7.564560082154241|18|0.8732943033103154
data/f_023.jpg|30.332595881634454|7.8656253919611485|4.197663948510458|19|-0.5473008182465946
data/i_084.jpg|5.098411505065485|-19.253174933824894|-14.505613865128922|7|0.85394325420177
data/g_069.jpg|-27.01723435554448|41.82357052269263|5.23673825883233|6|0.9612129940190357
data/o_166.jpg|-5.8930870624441845|-11.725310479955374|8.993222207400313|13|0.7021512024904439
data/h_052.jpg|-12.103946808374126|-1.870857858303415|-18.907336528392204|5|1.3850765771101978
data/081.jpg|19.035184984403482|10.637651234719618|-8.77251875217242|19|-0.6928734565213036
data/p_147.jpg|4.623668214165632|-13.228692380104217|-28.78904742834499|4|-1.3744576842096885
data/h_g_025.jpg|-31.370127631867593|6.22374413399741|-7.763976927861123|17|0.06248480216602501
data/a_070.jpg|-19.578906463004117|-3.009022334833089|-7.405024580210724|1|0.5994453319133178
data/t_088.jpg|24.865723173760266|-11.42646088130532|-15.34189705441811|8|0.1260739860298606
data/144.jpg|38.0786895707399|2.460243682359056|-14.498813377941502|19|-0.2596171350060048
data/l_008.jpg|10.462528863150299|-14.865844717509942|2.4934970836964068|0|-0.8675754790965012
data/f_127.jpg|12.684604059266983|-9.53889849991746|-10.292075967510291|11|0.8531999699790039
data/n_005.jpg|53.67694492198747|20.955790346699057|9.809690566877855|2|-0.16519175890719517
data/q_147.jpg|-31.765923606384575|-30.942055669334305|42.324896751150966|3|0.5315759696331726
data/o_124.jpg|-11.39910368796879|-16.300048745429685|9.725708449778683|13|0.005430737932983793
data/a_081.jpg|0.8924610416878346|-18.55843600388907|-0.27081619193361645|1|-0.8812949949816341
data/n_092.jpg|47.99008491946185|12.326938007887211|0.012835092835396411|2|0.10147052251740443
data/b_123.jpg|-20.670982708967877|-6.6602752951441175|-25.04696099950115|18|-0.9777985547772986
data/h_g_072.jpg|-20.655872618150603|-5.214262326101498|-3.9347560692464385|17|0.22018692694404923
data/h_g_063.jpg|-20.969701131292656|-24.702526377998765|8.900049772895109|1|0.426958233544948
data/111.jpg|17.044081567786186|0.41668442200573363|-18.22814568674157|19|-1.3563829125379578
data/i_128.jpg|-14.889657399168307|0.8738978857736249|-5.0766309371551825|7|-0.19263320455580787
data/n_100.jpg|32.92889237198909|-9.97881606633902|-10.039561229884601|19|0.36422977334670703
data/b_112.jpg|-19.892822340072737|-4.238268839653471|-12.968309519521465|18|-1.331711407033932
data/h_180.jpg|-2.7550825358865807|-4.023190708775801|-18.64410580645468|9|-1.2462963219781376
